Title,Author,Year,Genre,Price,Rating
Animal Farm,Harper Lee,1874,Adventure,11.59,1.5
Brave New World,Aldous Huxley,2014,Sci-Fi,11.15,1.1
War and Peace,Margaret Atwood,1952,Adventure,10.63,4.5
Animal Farm,Jane Austen,1987,Historical,10.62,1.7
War and Peace,Aldous Huxley,1989,Non-Fiction,15.72,2.6
The Hobbit,George Orwell,1866,Mystery,14.5,2.6
Brave New World,J.D. Salinger,1967,Fantasy,7.68,3.6
The Catcher in the Rye,Aldous Huxley,1973,Political,13.06,4.3
The Great Gatsby,F. Scott Fitzgerald,2015,Mystery,6.72,1.2
Pride and Prejudice,Margaret Atwood,2021,Non-Fiction,16.82,2.8
Pride and Prejudice,F. Scott Fitzgerald,1906,Fantasy,12.76,1.1
The Catcher in the Rye,George Orwell,1990,Fiction,10.57,1.5
War and Peace,Herman Melville,1932,Adventure,18.33,3.8
The Catcher in the Rye,F. Scott Fitzgerald,1822,Mystery,15.9,1.0
1984,George Orwell,2003,Political,11.36,1.7
1984,Margaret Atwood,1831,Non-Fiction,17.65,1.6
To Kill a Mockingbird,George Orwell,1805,Adventure,8.13,4.3
Brave New World,J.R.R. Tolkien,2021,Dystopian,10.53,1.8
War and Peace,Jane Austen,1904,Adventure,7.91,2.8
The Hobbit,Margaret Atwood,2023,Historical,11.69,4.0
The Hobbit,Jane Austen,1947,Adventure,7.55,5.0
To Kill a Mockingbird,Margaret Atwood,2003,Historical,7.95,4.1
Brave New World,F. Scott Fitzgerald,1995,Mystery,11.07,2.6
Animal Farm,Herman Melville,1970,Mystery,17.44,2.3
Pride and Prejudice,Margaret Atwood,1848,Non-Fiction,15.84,2.8
The Hobbit,Leo Tolstoy,1886,Fantasy,11.54,1.3
To Kill a Mockingbird,Leo Tolstoy,1927,Sci-Fi,10.32,3.7
War and Peace,George Orwell,1942,Dystopian,9.62,4.8
Brave New World,George Orwell,1848,Sci-Fi,9.29,3.1
The Great Gatsby,George Orwell,2020,Historical,11.58,3.3
The Great Gatsby,George Orwell,1900,Adventure,17.25,3.6
To Kill a Mockingbird,J.R.R. Tolkien,1995,Fiction,7.73,3.8
Brave New World,George Orwell,1951,Fantasy,7.73,1.9
The Great Gatsby,Herman Melville,1804,Political,14.8,4.6
Animal Farm,Harper Lee,2010,Dystopian,14.64,2.7
Brave New World,Margaret Atwood,2019,Non-Fiction,6.87,3.8
Moby-Dick,F. Scott Fitzgerald,2019,Fantasy,16.23,3.2
1984,J.R.R. Tolkien,1949,Mystery,18.6,1.5
Moby-Dick,Margaret Atwood,1810,Non-Fiction,5.68,3.7
Brave New World,J.D. Salinger,1853,Historical,11.31,4.5
The Hobbit,Aldous Huxley,1995,Non-Fiction,6.96,4.4
The Hobbit,Margaret Atwood,2006,Mystery,15.96,4.5
War and Peace,F. Scott Fitzgerald,1925,Historical,6.64,2.6
Brave New World,Margaret Atwood,1878,Dystopian,17.59,4.4
To Kill a Mockingbird,Harper Lee,1981,Political,12.29,2.7
Brave New World,Margaret Atwood,1832,Non-Fiction,5.4,3.1
Animal Farm,Aldous Huxley,1903,Political,11.27,4.9
Pride and Prejudice,F. Scott Fitzgerald,1890,Mystery,14.05,3.2
Brave New World,J.R.R. Tolkien,1909,Political,9.4,1.5
The Hobbit,J.R.R. Tolkien,1810,Mystery,14.64,4.8
Animal Farm,J.R.R. Tolkien,1870,Adventure,7.89,3.7
1984,J.D. Salinger,1963,Dystopian,17.81,2.8
War and Peace,Margaret Atwood,1982,Political,6.4,4.1
1984,Herman Melville,1896,Mystery,8.78,3.3
The Hobbit,Aldous Huxley,1984,Romance,11.68,2.4
Animal Farm,Herman Melville,1825,Historical,13.62,3.6
Brave New World,F. Scott Fitzgerald,1925,Adventure,12.15,3.4
The Great Gatsby,Leo Tolstoy,1926,Non-Fiction,12.74,1.6
Animal Farm,Aldous Huxley,1846,Fiction,6.41,3.2
Brave New World,Aldous Huxley,2002,Fantasy,14.33,3.8
Pride and Prejudice,Margaret Atwood,2022,Adventure,7.75,3.7
Pride and Prejudice,Leo Tolstoy,1918,Fantasy,6.54,2.4
To Kill a Mockingbird,Harper Lee,1831,Fiction,10.71,1.7
To Kill a Mockingbird,Harper Lee,1901,Mystery,7.24,4.5
Moby-Dick,F. Scott Fitzgerald,1979,Non-Fiction,13.08,3.6
Brave New World,Aldous Huxley,2017,Political,9.54,2.7
The Catcher in the Rye,F. Scott Fitzgerald,1883,Mystery,16.04,4.3
War and Peace,Margaret Atwood,1968,Non-Fiction,13.93,3.7
The Hobbit,J.D. Salinger,1873,Mystery,18.63,4.0
Pride and Prejudice,George Orwell,1937,Political,18.92,1.1
The Catcher in the Rye,Leo Tolstoy,1844,Adventure,11.81,4.4
Brave New World,George Orwell,1969,Adventure,6.51,1.8
The Hobbit,Herman Melville,1888,Romance,18.07,4.6
Pride and Prejudice,Herman Melville,1873,Political,16.02,2.9
The Hobbit,J.D. Salinger,1948,Dystopian,14.16,2.0
The Catcher in the Rye,Jane Austen,1889,Romance,9.22,3.4
To Kill a Mockingbird,Jane Austen,1962,Adventure,11.08,1.1
To Kill a Mockingbird,Harper Lee,1976,Fiction,11.07,2.0
The Catcher in the Rye,Aldous Huxley,1962,Dystopian,9.44,4.7
War and Peace,F. Scott Fitzgerald,1988,Mystery,7.08,3.7
1984,Jane Austen,1883,Non-Fiction,18.1,2.5
The Catcher in the Rye,George Orwell,1906,Sci-Fi,11.38,1.9
The Great Gatsby,J.D. Salinger,1839,Historical,7.97,2.4
War and Peace,J.D. Salinger,1808,Fiction,12.3,5.0
Brave New World,Jane Austen,1951,Political,10.61,3.5
War and Peace,George Orwell,1920,Romance,9.35,3.9
The Catcher in the Rye,J.D. Salinger,1863,Non-Fiction,13.27,1.2
The Catcher in the Rye,Herman Melville,1929,Adventure,8.42,3.1
Animal Farm,J.D. Salinger,1978,Adventure,9.8,3.3
Brave New World,Margaret Atwood,1883,Non-Fiction,15.69,4.3
Moby-Dick,J.D. Salinger,1851,Mystery,9.18,3.9
Brave New World,Aldous Huxley,1885,Sci-Fi,9.83,3.8
Moby-Dick,F. Scott Fitzgerald,1812,Fiction,15.14,1.5
War and Peace,Jane Austen,1933,Adventure,14.67,1.0
War and Peace,Aldous Huxley,1901,Fantasy,19.03,4.1
The Great Gatsby,J.R.R. Tolkien,1979,Fiction,9.27,3.8
Moby-Dick,Aldous Huxley,1937,Mystery,10.8,1.0
Moby-Dick,J.R.R. Tolkien,1835,Sci-Fi,5.89,2.0
The Catcher in the Rye,Margaret Atwood,1815,Political,10.32,1.3
Animal Farm,Harper Lee,1825,Adventure,11.8,2.4
Pride and Prejudice,J.R.R. Tolkien,1809,Historical,14.36,3.7
War and Peace,Leo Tolstoy,1988,Mystery,16.51,4.1
Brave New World,J.R.R. Tolkien,1994,Dystopian,17.46,1.3
The Catcher in the Rye,Harper Lee,1855,Political,17.59,3.8
Moby-Dick,Aldous Huxley,1951,Fiction,6.4,3.2
Moby-Dick,F. Scott Fitzgerald,1875,Non-Fiction,11.71,2.0
Animal Farm,Margaret Atwood,1844,Political,12.06,4.6
Moby-Dick,F. Scott Fitzgerald,1811,Fiction,6.15,2.7
Animal Farm,Leo Tolstoy,1819,Sci-Fi,11.78,1.3
War and Peace,George Orwell,1832,Fiction,16.92,4.4
Animal Farm,Margaret Atwood,2006,Mystery,5.39,1.2
The Great Gatsby,Herman Melville,1803,Fantasy,19.67,4.9
War and Peace,Jane Austen,1815,Fiction,18.8,3.0
Moby-Dick,Herman Melville,1880,Fantasy,9.17,2.1
War and Peace,Herman Melville,1825,Fantasy,19.3,2.8
To Kill a Mockingbird,Harper Lee,1865,Dystopian,5.91,3.3
Brave New World,F. Scott Fitzgerald,1833,Romance,11.16,1.4
To Kill a Mockingbird,George Orwell,1900,Romance,19.17,2.5
The Hobbit,Margaret Atwood,1863,Fantasy,11.12,4.1
Pride and Prejudice,Herman Melville,2011,Fantasy,9.47,1.0
1984,J.R.R. Tolkien,1909,Fiction,6.81,1.3
War and Peace,Jane Austen,1888,Mystery,10.76,2.3
Moby-Dick,George Orwell,1892,Fantasy,15.27,3.7
War and Peace,J.D. Salinger,1973,Adventure,15.44,2.2
1984,J.D. Salinger,1937,Fiction,12.9,1.9
Brave New World,Aldous Huxley,1947,Sci-Fi,16.96,3.4
The Catcher in the Rye,Harper Lee,1867,Sci-Fi,8.81,1.6
Animal Farm,Herman Melville,1978,Mystery,9.47,1.0
Pride and Prejudice,Margaret Atwood,1933,Mystery,13.11,4.9
Moby-Dick,J.R.R. Tolkien,1932,Historical,8.66,4.4
Animal Farm,Herman Melville,1854,Fiction,15.04,2.6
War and Peace,Herman Melville,1952,Political,9.29,4.8
The Hobbit,Aldous Huxley,1992,Adventure,13.04,4.9
Animal Farm,F. Scott Fitzgerald,1940,Sci-Fi,19.61,5.0
1984,J.R.R. Tolkien,1915,Historical,11.3,3.9
The Catcher in the Rye,J.D. Salinger,1997,Fiction,19.97,1.9
Brave New World,Leo Tolstoy,1936,Sci-Fi,9.0,4.7
The Catcher in the Rye,Leo Tolstoy,2003,Romance,13.94,4.1
Pride and Prejudice,Leo Tolstoy,1985,Political,13.32,3.1
Brave New World,Jane Austen,1854,Romance,9.87,4.6
1984,Harper Lee,1847,Sci-Fi,6.97,3.5
To Kill a Mockingbird,F. Scott Fitzgerald,1912,Historical,7.09,4.7
The Great Gatsby,Leo Tolstoy,1990,Non-Fiction,15.42,3.3
Animal Farm,Jane Austen,1926,Romance,5.32,2.8
1984,Harper Lee,1928,Romance,18.23,4.1
The Hobbit,J.R.R. Tolkien,1814,Fantasy,9.9,2.2
Pride and Prejudice,Leo Tolstoy,1983,Adventure,13.02,2.8
The Catcher in the Rye,J.D. Salinger,1886,Fantasy,9.24,2.2
Animal Farm,J.R.R. Tolkien,1999,Fantasy,17.01,2.5
Pride and Prejudice,Leo Tolstoy,1959,Fantasy,18.19,1.1
Moby-Dick,J.R.R. Tolkien,1917,Fantasy,5.09,1.7
1984,George Orwell,1967,Dystopian,8.33,3.9
The Catcher in the Rye,George Orwell,2000,Non-Fiction,16.67,4.7
Animal Farm,Herman Melville,1820,Fiction,16.91,4.0
Moby-Dick,Aldous Huxley,1819,Adventure,5.17,5.0
Brave New World,F. Scott Fitzgerald,1897,Sci-Fi,8.56,4.2
1984,J.D. Salinger,1949,Dystopian,19.6,1.9
Pride and Prejudice,Margaret Atwood,1954,Sci-Fi,12.67,3.1
War and Peace,George Orwell,1949,Fantasy,6.14,1.2
Animal Farm,George Orwell,1888,Fantasy,6.84,3.4
1984,Aldous Huxley,1999,Non-Fiction,5.89,4.0
Pride and Prejudice,Aldous Huxley,2014,Romance,19.74,3.5
1984,J.R.R. Tolkien,1973,Romance,7.22,2.8
War and Peace,George Orwell,1939,Dystopian,10.85,5.0
Brave New World,F. Scott Fitzgerald,1813,Adventure,11.14,4.3
Moby-Dick,Aldous Huxley,2014,Dystopian,6.52,3.2
The Hobbit,Margaret Atwood,1917,Political,11.68,3.2
To Kill a Mockingbird,J.R.R. Tolkien,1809,Romance,18.47,2.2
The Hobbit,Aldous Huxley,1826,Political,10.95,4.8
To Kill a Mockingbird,Margaret Atwood,1804,Fiction,19.42,2.2
To Kill a Mockingbird,J.D. Salinger,1899,Non-Fiction,10.69,4.0
1984,J.D. Salinger,1943,Romance,5.67,4.7
Animal Farm,J.D. Salinger,1979,Non-Fiction,8.76,4.8
The Great Gatsby,J.R.R. Tolkien,1892,Sci-Fi,7.44,3.9
Animal Farm,Aldous Huxley,1840,Mystery,6.49,1.6
To Kill a Mockingbird,Harper Lee,1909,Fantasy,9.99,4.1
1984,Herman Melville,1964,Dystopian,5.19,4.6
Animal Farm,Aldous Huxley,1989,Sci-Fi,9.58,3.1
The Catcher in the Rye,F. Scott Fitzgerald,1992,Non-Fiction,10.5,4.6
The Great Gatsby,Aldous Huxley,1866,Romance,15.78,3.6
War and Peace,Harper Lee,1849,Historical,11.85,2.8
Animal Farm,J.D. Salinger,1883,Dystopian,17.53,3.8
Animal Farm,Margaret Atwood,1890,Mystery,12.61,1.3
Animal Farm,Harper Lee,1909,Adventure,18.87,2.9
1984,F. Scott Fitzgerald,1876,Dystopian,5.5,1.1
Animal Farm,F. Scott Fitzgerald,1979,Historical,17.57,1.1
The Great Gatsby,Jane Austen,1905,Historical,5.47,2.6
Moby-Dick,Herman Melville,1915,Fiction,14.85,1.1
The Hobbit,F. Scott Fitzgerald,1871,Political,12.37,2.4
The Great Gatsby,Margaret Atwood,1815,Dystopian,10.47,3.3
The Hobbit,Leo Tolstoy,1937,Mystery,19.62,4.3
The Catcher in the Rye,Leo Tolstoy,1881,Mystery,15.16,3.2
Brave New World,J.D. Salinger,1913,Historical,10.9,2.6
Animal Farm,Jane Austen,1821,Mystery,18.01,4.0
Moby-Dick,Harper Lee,1887,Historical,14.11,1.3
The Catcher in the Rye,Aldous Huxley,1975,Non-Fiction,16.81,4.5
The Hobbit,George Orwell,1870,Fantasy,14.7,1.4
Brave New World,Leo Tolstoy,2007,Political,14.33,1.4
The Great Gatsby,J.R.R. Tolkien,1928,Historical,12.87,2.0
To Kill a Mockingbird,Margaret Atwood,1820,Mystery,16.9,2.5
1984,Aldous Huxley,2010,Adventure,10.5,3.6
The Great Gatsby,Leo Tolstoy,1982,Romance,17.07,3.8
1984,George Orwell,2023,Fantasy,14.25,4.3
To Kill a Mockingbird,J.R.R. Tolkien,1926,Dystopian,12.33,4.6
The Catcher in the Rye,J.R.R. Tolkien,1996,Romance,16.37,4.7
Pride and Prejudice,Jane Austen,1890,Political,19.7,3.2
Pride and Prejudice,George Orwell,1907,Adventure,19.79,4.6
War and Peace,Herman Melville,1825,Historical,17.97,2.5
War and Peace,J.R.R. Tolkien,2021,Political,11.54,3.2
Brave New World,Margaret Atwood,2007,Dystopian,19.02,3.1
To Kill a Mockingbird,Leo Tolstoy,1997,Political,7.34,3.7
Animal Farm,J.R.R. Tolkien,1822,Sci-Fi,9.57,1.1
1984,Jane Austen,1814,Historical,14.33,1.6
The Hobbit,Margaret Atwood,1942,Dystopian,5.91,4.6
The Catcher in the Rye,Margaret Atwood,1929,Historical,5.99,4.6
The Hobbit,Harper Lee,2007,Political,9.92,4.1
The Catcher in the Rye,J.R.R. Tolkien,1847,Dystopian,6.45,2.4
The Catcher in the Rye,F. Scott Fitzgerald,1882,Mystery,5.05,4.1
To Kill a Mockingbird,J.R.R. Tolkien,1828,Fiction,5.74,4.2
War and Peace,Leo Tolstoy,1980,Dystopian,6.42,1.1
The Great Gatsby,Jane Austen,1911,Non-Fiction,19.07,4.6
The Catcher in the Rye,Herman Melville,1975,Fiction,5.61,3.2
The Hobbit,F. Scott Fitzgerald,1969,Non-Fiction,18.65,1.9
The Hobbit,Margaret Atwood,1849,Adventure,6.24,3.2
The Hobbit,Harper Lee,1991,Political,11.07,3.5
Pride and Prejudice,Herman Melville,1894,Mystery,13.27,1.0
To Kill a Mockingbird,George Orwell,1902,Non-Fiction,7.5,1.1
Moby-Dick,Herman Melville,1993,Romance,9.94,2.0
The Hobbit,F. Scott Fitzgerald,2013,Mystery,12.26,3.2
War and Peace,Margaret Atwood,1918,Historical,11.27,4.5
War and Peace,Harper Lee,1908,Adventure,14.15,2.2
The Hobbit,Margaret Atwood,1814,Adventure,9.16,4.2
War and Peace,J.R.R. Tolkien,1885,Non-Fiction,9.64,3.6
War and Peace,Herman Melville,1993,Romance,11.13,3.9
To Kill a Mockingbird,George Orwell,1955,Fantasy,18.94,3.6
Animal Farm,Margaret Atwood,1926,Adventure,7.43,4.8
Brave New World,F. Scott Fitzgerald,2006,Mystery,15.55,5.0
1984,Leo Tolstoy,2000,Historical,15.63,1.4
Pride and Prejudice,Leo Tolstoy,1843,Sci-Fi,17.59,4.6
Brave New World,F. Scott Fitzgerald,2017,Political,13.33,1.8
Moby-Dick,J.R.R. Tolkien,1813,Non-Fiction,6.44,1.3
To Kill a Mockingbird,Aldous Huxley,1947,Mystery,16.64,3.3
1984,Margaret Atwood,1967,Fantasy,6.72,3.2
The Great Gatsby,Margaret Atwood,1953,Adventure,12.48,4.0
Moby-Dick,Jane Austen,1919,Historical,14.08,4.9
War and Peace,J.D. Salinger,1803,Non-Fiction,11.7,3.0
The Catcher in the Rye,George Orwell,2018,Historical,15.26,2.6
Moby-Dick,George Orwell,2020,Dystopian,12.77,4.3
To Kill a Mockingbird,Margaret Atwood,1918,Mystery,17.31,3.1
War and Peace,Harper Lee,1809,Mystery,15.34,1.8
To Kill a Mockingbird,Jane Austen,1808,Dystopian,8.05,1.5
Pride and Prejudice,Jane Austen,1977,Dystopian,17.37,4.9
The Hobbit,Jane Austen,1902,Sci-Fi,17.68,3.6
Brave New World,Harper Lee,1962,Fantasy,8.79,3.1
The Hobbit,Harper Lee,1814,Romance,14.91,2.6
To Kill a Mockingbird,Harper Lee,1861,Fiction,5.03,1.7
To Kill a Mockingbird,Aldous Huxley,1805,Adventure,14.49,2.1
War and Peace,Margaret Atwood,1951,Fiction,10.6,2.1
Animal Farm,Aldous Huxley,1888,Dystopian,13.87,1.9
Moby-Dick,J.D. Salinger,1969,Fiction,15.25,2.8
The Hobbit,George Orwell,1874,Sci-Fi,19.34,1.1
Moby-Dick,George Orwell,2000,Sci-Fi,8.22,1.7
The Great Gatsby,J.D. Salinger,2020,Political,10.5,3.4
The Catcher in the Rye,F. Scott Fitzgerald,1958,Mystery,14.42,3.1
Moby-Dick,Margaret Atwood,1883,Historical,7.82,1.5
Brave New World,Aldous Huxley,2017,Fiction,5.95,2.4
Pride and Prejudice,Jane Austen,1915,Mystery,18.62,3.4
1984,J.R.R. Tolkien,1920,Fantasy,16.21,3.2
The Hobbit,J.R.R. Tolkien,1856,Non-Fiction,12.99,1.3
The Hobbit,Margaret Atwood,2022,Romance,16.44,1.1
Animal Farm,Aldous Huxley,1882,Mystery,15.73,3.6
The Great Gatsby,Aldous Huxley,1811,Dystopian,9.25,3.1
Pride and Prejudice,F. Scott Fitzgerald,1864,Fiction,13.62,2.1
The Great Gatsby,Aldous Huxley,1803,Political,17.84,3.5
Pride and Prejudice,F. Scott Fitzgerald,1881,Mystery,19.0,3.5
The Great Gatsby,George Orwell,1882,Fiction,13.25,1.4
The Catcher in the Rye,Jane Austen,1853,Adventure,7.25,1.7
War and Peace,Harper Lee,1969,Dystopian,17.22,1.6
War and Peace,J.R.R. Tolkien,1873,Political,10.29,4.9
Moby-Dick,George Orwell,2002,Mystery,16.71,4.6
War and Peace,Herman Melville,1848,Romance,17.55,1.2
Animal Farm,George Orwell,1809,Adventure,16.71,4.8
Brave New World,F. Scott Fitzgerald,1880,Historical,10.44,3.7
Moby-Dick,Leo Tolstoy,1914,Sci-Fi,11.4,1.2
The Catcher in the Rye,Jane Austen,1848,Political,9.58,1.9
1984,Margaret Atwood,1959,Historical,8.63,2.6
Animal Farm,Leo Tolstoy,1942,Adventure,10.45,1.7
Brave New World,George Orwell,1909,Non-Fiction,11.1,3.2
1984,Jane Austen,1904,Romance,12.84,4.1
The Catcher in the Rye,Harper Lee,1825,Sci-Fi,16.38,4.7
The Catcher in the Rye,George Orwell,1947,Sci-Fi,7.39,4.8
1984,Harper Lee,2003,Mystery,13.45,2.4
Animal Farm,Leo Tolstoy,1923,Adventure,6.94,4.5
Moby-Dick,J.D. Salinger,2007,Sci-Fi,8.24,2.1
Animal Farm,George Orwell,1997,Political,13.08,2.2
To Kill a Mockingbird,Jane Austen,1917,Fantasy,12.75,3.1
The Catcher in the Rye,J.R.R. Tolkien,1990,Non-Fiction,6.05,2.2
Pride and Prejudice,Leo Tolstoy,1914,Sci-Fi,16.8,4.4
To Kill a Mockingbird,Margaret Atwood,1814,Non-Fiction,14.38,1.9
Moby-Dick,F. Scott Fitzgerald,1960,Political,17.82,4.6
1984,George Orwell,1972,Dystopian,15.38,4.4
Moby-Dick,Harper Lee,1846,Historical,17.73,1.3
Brave New World,F. Scott Fitzgerald,1843,Adventure,15.79,3.1
War and Peace,Herman Melville,1811,Mystery,6.59,1.5
Brave New World,Aldous Huxley,1920,Non-Fiction,18.59,3.2
War and Peace,Margaret Atwood,1881,Fiction,5.16,1.4
The Catcher in the Rye,Leo Tolstoy,2008,Sci-Fi,17.21,1.6
Animal Farm,Leo Tolstoy,1846,Sci-Fi,14.14,1.4
Animal Farm,Jane Austen,1805,Fantasy,6.25,3.2
Moby-Dick,J.R.R. Tolkien,2008,Fiction,19.92,3.6
Brave New World,Jane Austen,1865,Mystery,11.2,3.2
Moby-Dick,F. Scott Fitzgerald,2006,Historical,5.18,3.1
Brave New World,Leo Tolstoy,1833,Political,6.79,3.1
1984,Aldous Huxley,1973,Romance,10.56,3.7
War and Peace,J.D. Salinger,1832,Mystery,9.27,1.5
Brave New World,Aldous Huxley,1927,Mystery,5.16,4.4
Animal Farm,Jane Austen,1883,Adventure,10.58,2.5
Brave New World,George Orwell,1920,Adventure,15.89,2.3
Animal Farm,George Orwell,1883,Romance,18.84,4.2
Animal Farm,Aldous Huxley,1899,Sci-Fi,14.5,2.6
Brave New World,Margaret Atwood,1944,Political,5.92,3.4
1984,Harper Lee,2011,Historical,7.82,2.2
War and Peace,J.D. Salinger,1907,Non-Fiction,18.4,4.7
The Hobbit,Margaret Atwood,2023,Historical,17.49,3.7
Animal Farm,Margaret Atwood,1836,Historical,17.67,3.6
1984,J.R.R. Tolkien,1903,Fantasy,12.67,2.6
Pride and Prejudice,Leo Tolstoy,1810,Political,18.87,4.1
The Hobbit,Jane Austen,1898,Dystopian,8.97,1.1
The Catcher in the Rye,Leo Tolstoy,1911,Political,12.76,4.9
1984,Leo Tolstoy,1873,Romance,5.04,1.9
The Great Gatsby,Harper Lee,1912,Mystery,19.43,4.2
Pride and Prejudice,Margaret Atwood,1925,Fiction,7.89,2.2
To Kill a Mockingbird,J.R.R. Tolkien,1996,Dystopian,15.93,3.6
To Kill a Mockingbird,J.D. Salinger,1853,Fiction,13.35,3.7
Moby-Dick,Harper Lee,2010,Historical,19.88,2.0
1984,Leo Tolstoy,1908,Non-Fiction,19.04,3.1
The Hobbit,Jane Austen,1826,Dystopian,17.26,1.4
War and Peace,Aldous Huxley,1847,Non-Fiction,14.8,4.6
Pride and Prejudice,J.R.R. Tolkien,1823,Fantasy,11.15,1.8
Moby-Dick,F. Scott Fitzgerald,1999,Historical,17.21,1.7
War and Peace,J.R.R. Tolkien,1822,Fiction,7.11,1.3
War and Peace,J.R.R. Tolkien,2006,Dystopian,19.19,1.4
Brave New World,Aldous Huxley,1824,Sci-Fi,12.4,1.2
The Catcher in the Rye,Margaret Atwood,1842,Mystery,7.64,4.7
1984,Leo Tolstoy,1984,Political,16.97,3.9
To Kill a Mockingbird,George Orwell,1887,Historical,7.74,3.3
Brave New World,Harper Lee,1808,Mystery,8.5,2.2
Moby-Dick,Margaret Atwood,1862,Dystopian,15.4,2.3
Animal Farm,Harper Lee,1945,Mystery,17.16,3.8
The Hobbit,Jane Austen,1867,Sci-Fi,10.56,3.9
Pride and Prejudice,F. Scott Fitzgerald,1955,Political,13.32,2.5
The Hobbit,Leo Tolstoy,1889,Fiction,18.62,2.9
War and Peace,Herman Melville,1865,Political,17.51,3.0
Pride and Prejudice,Aldous Huxley,1866,Sci-Fi,14.96,3.9
Animal Farm,George Orwell,1996,Mystery,16.75,2.0
To Kill a Mockingbird,F. Scott Fitzgerald,1842,Mystery,8.16,3.4
War and Peace,J.D. Salinger,1880,Historical,18.83,1.2
To Kill a Mockingbird,Harper Lee,1826,Mystery,13.79,2.5
War and Peace,F. Scott Fitzgerald,1936,Historical,18.58,2.2
1984,Harper Lee,2002,Adventure,10.71,3.1
The Catcher in the Rye,J.R.R. Tolkien,1905,Romance,14.12,3.6
War and Peace,George Orwell,1907,Fantasy,6.41,4.0
1984,Jane Austen,1810,Mystery,13.94,2.5
War and Peace,Jane Austen,1924,Political,11.58,2.6
1984,Herman Melville,1935,Romance,8.18,4.1
The Great Gatsby,Harper Lee,1954,Political,19.25,3.4
Brave New World,Jane Austen,1814,Romance,14.79,3.9
Moby-Dick,Margaret Atwood,1917,Mystery,9.75,4.4
Moby-Dick,Harper Lee,1987,Sci-Fi,15.11,4.7
Moby-Dick,Leo Tolstoy,2020,Romance,14.31,3.8
1984,Leo Tolstoy,1844,Fantasy,13.76,3.2
1984,J.D. Salinger,1839,Fantasy,9.47,4.3
To Kill a Mockingbird,Harper Lee,1894,Historical,10.51,3.3
The Hobbit,Herman Melville,1972,Sci-Fi,13.64,4.9
Pride and Prejudice,Aldous Huxley,1959,Non-Fiction,16.48,3.4
Animal Farm,Harper Lee,1914,Romance,7.83,4.2
War and Peace,Leo Tolstoy,1888,Adventure,7.29,2.9
Brave New World,J.R.R. Tolkien,1909,Dystopian,17.52,4.4
To Kill a Mockingbird,Herman Melville,1825,Romance,11.84,1.4
Moby-Dick,Harper Lee,1959,Mystery,16.52,2.7
The Great Gatsby,Margaret Atwood,1921,Fiction,5.2,1.6
1984,Harper Lee,2006,Fiction,5.41,3.9
The Great Gatsby,J.R.R. Tolkien,1939,Sci-Fi,15.13,4.7
War and Peace,J.R.R. Tolkien,1875,Non-Fiction,6.37,4.7
The Hobbit,Aldous Huxley,1936,Political,14.34,3.4
To Kill a Mockingbird,J.D. Salinger,1885,Fiction,13.84,1.9
The Great Gatsby,J.D. Salinger,1895,Historical,5.14,3.9
The Hobbit,Herman Melville,1859,Romance,12.62,4.7
The Great Gatsby,George Orwell,1890,Romance,18.59,4.5
Animal Farm,Jane Austen,1969,Political,16.62,3.7
Brave New World,J.R.R. Tolkien,1980,Dystopian,6.76,4.4
The Hobbit,Margaret Atwood,1876,Adventure,17.51,3.4
Moby-Dick,Herman Melville,1824,Sci-Fi,17.63,1.0
The Hobbit,Herman Melville,1868,Fantasy,16.06,1.9
War and Peace,George Orwell,1877,Historical,17.39,4.9
The Catcher in the Rye,J.R.R. Tolkien,1807,Adventure,7.29,4.8
The Catcher in the Rye,Margaret Atwood,2016,Sci-Fi,11.21,3.8
The Catcher in the Rye,J.R.R. Tolkien,1891,Dystopian,10.53,1.4
War and Peace,Herman Melville,1892,Mystery,7.54,1.2
To Kill a Mockingbird,George Orwell,1896,Non-Fiction,9.6,3.4
Moby-Dick,J.R.R. Tolkien,1869,Romance,6.4,3.9
Brave New World,Leo Tolstoy,1834,Dystopian,6.3,2.5
War and Peace,J.D. Salinger,1824,Fantasy,19.59,5.0
Pride and Prejudice,J.D. Salinger,1845,Fantasy,5.78,2.0
The Great Gatsby,Aldous Huxley,1931,Sci-Fi,5.13,2.6
Animal Farm,George Orwell,1997,Mystery,12.77,3.9
Brave New World,J.R.R. Tolkien,1998,Romance,18.22,1.5
The Catcher in the Rye,Margaret Atwood,1909,Historical,15.34,1.1
1984,Herman Melville,1983,Sci-Fi,14.86,4.5
1984,J.R.R. Tolkien,1979,Non-Fiction,11.95,3.1
The Great Gatsby,J.D. Salinger,1904,Non-Fiction,5.02,4.6
Brave New World,Aldous Huxley,1916,Romance,16.97,3.8
1984,Herman Melville,1909,Non-Fiction,5.79,2.3
